path subset label score pred
wav/hn-sinc-nsf-hifi_LA_D_8716023.wav dev hn-sinc-nsf-hifi -0.9998487 3
wav/waveglow_LA_D_3061471.wav dev waveglow -0.9863928 4
wav/waveglow_LA_T_8758984.wav dev waveglow -0.997391 4
wav/hn-sinc-nsf-hifi_LA_D_2004845.wav dev hn-sinc-nsf-hifi -0.87832797 3
wav/LA_T_8847275.wav dev bonafide -0.9999943 0
wav/waveglow_LA_D_2149963.wav dev waveglow -0.989915 4
wav/hn-sinc-nsf_LA_T_7337587.wav dev hn-sinc-nsf -0.99999607 2
wav/hifigan_LA_T_9219481.wav dev hifigan -0.9996147 1
wav/hn-sinc-nsf-hifi_LA_D_3319482.wav dev hn-sinc-nsf-hifi -0.99983466 3
wav/LA_D_7605047.wav dev bonafide -0.99996173 0
wav/LA_T_6708956.wav dev bonafide -0.9968066 0
wav/hifigan_LA_T_9203438.wav dev hifigan -0.99490476 1
wav/hn-sinc-nsf_LA_D_2679014.wav dev hn-sinc-nsf -0.9998591 2
wav/hifigan_LA_T_6240107.wav dev hifigan -0.9964168 1
wav/hifigan_LA_T_9918657.wav dev hifigan -0.9933255 1
wav/waveglow_LA_T_4302417.wav dev waveglow -0.9992267 4
wav/hifigan_LA_D_2412960.wav dev hifigan -0.9783562 1
wav/hn-sinc-nsf-hifi_LA_D_6397937.wav dev hn-sinc-nsf-hifi -0.9999914 3
wav/hn-sinc-nsf-hifi_LA_D_4751390.wav dev hn-sinc-nsf-hifi -0.625203 4
wav/LA_D_6509046.wav dev bonafide -0.99977916 0
wav/hn-sinc-nsf_LA_T_3324636.wav dev hn-sinc-nsf -0.99999595 2
wav/hn-sinc-nsf-hifi_LA_D_4517590.wav dev hn-sinc-nsf-hifi -0.9999645 3
wav/LA_T_7696598.wav dev bonafide -0.99761 0
wav/LA_T_9502120.wav dev bonafide -0.9992111 0
wav/waveglow_LA_T_6435392.wav dev waveglow -0.9949903 4
wav/hifigan_LA_T_8807017.wav dev hifigan -0.99932384 1
wav/waveglow_LA_T_2528047.wav dev waveglow -0.9934597 4
wav/waveglow_LA_D_4334876.wav dev waveglow -0.9991755 4
wav/hn-sinc-nsf_LA_T_7566003.wav dev hn-sinc-nsf -0.9999914 2
wav/LA_D_5701193.wav dev bonafide -0.9999995 0
wav/LA_D_2906873.wav dev bonafide -0.9999981 0
wav/hn-sinc-nsf-hifi_LA_D_2223225.wav dev hn-sinc-nsf-hifi -0.9039842 3
wav/waveglow_LA_D_3224671.wav dev waveglow -0.9966035 4
wav/hifigan_LA_D_4789150.wav dev hifigan -0.9997496 1
wav/hifigan_LA_D_9042964.wav dev hifigan -0.98981816 1
wav/LA_T_5596732.wav dev bonafide -0.99994695 0
wav/LA_T_9634249.wav dev bonafide -0.9999343 0
wav/hn-sinc-nsf_LA_T_7597238.wav dev hn-sinc-nsf -0.99998724 2
wav/hifigan_LA_T_2101210.wav dev hifigan -0.9677578 1
wav/hifigan_LA_D_2059154.wav dev hifigan -0.99837226 1
wav/LA_D_4523147.wav dev bonafide -0.9999981 0
wav/waveglow_LA_D_7919190.wav dev waveglow -0.9998505 4
