path subset label score pred
generated_audio/ljspeech_parallel_wavegan/LJ016-0420_gen.wav test spoof -0.9727462 3
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_3966.wav test spoof -0.94801474 1
generated_audio/ljspeech_multi_band_melgan/LJ021-0038_gen.wav test spoof -0.7876145 1
generated_audio/ljspeech_multi_band_melgan/LJ008-0071_gen.wav test spoof -0.92523247 3
generated_audio/ljspeech_waveglow/LJ042-0066.wav test spoof -0.92825025 0
generated_audio/ljspeech_melgan_large/LJ007-0086_gen.wav test spoof -0.9710576 3
generated_audio/ljspeech_melgan_large/LJ026-0094_gen.wav test spoof -0.9825179 3
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_2566.wav test spoof -0.83583856 3
generated_audio/ljspeech_waveglow/LJ032-0016.wav test spoof -0.94476384 3
generated_audio/jsut_parallel_wavegan/BASIC5000_1225_gen.wav test spoof -0.94314927 1
generated_audio/jsut_parallel_wavegan/BASIC5000_0047_gen.wav test spoof -0.9770996 1
generated_audio/ljspeech_waveglow/LJ012-0173.wav test spoof -0.259438 0
generated_audio/ljspeech_melgan_large/LJ048-0279_gen.wav test spoof -0.9924271 3
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/generated/gen_13469.wav test spoof -0.9611016 3
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/generated/gen_12392.wav test spoof -0.6261486 3
generated_audio/ljspeech_hifiGAN/LJ018-0251_generated.wav test spoof -0.5331342 0
generated_audio/jsut_multi_band_melgan/BASIC5000_3293_gen.wav test spoof -0.5435997 0
generated_audio/jsut_parallel_wavegan/BASIC5000_0514_gen.wav test spoof -0.9799922 3
generated_audio/ljspeech_melgan_large/LJ041-0107_gen.wav test spoof -0.69300467 0
generated_audio/ljspeech_melgan_large/LJ007-0112_gen.wav test spoof -0.99245864 3
generated_audio/jsut_parallel_wavegan/BASIC5000_3665_gen.wav test spoof -0.97734034 3
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_7143.wav test spoof -0.47363594 1
generated_audio/ljspeech_waveglow/LJ015-0177.wav test spoof -0.98754686 1
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/generated/gen_13060.wav test spoof -0.99211687 1
generated_audio/ljspeech_multi_band_melgan/LJ045-0019_gen.wav test spoof -0.45125896 3
generated_audio/ljspeech_hifiGAN/LJ029-0163_generated.wav test spoof -0.9571413 3
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_15178.wav test spoof -0.6548128 3
generated_audio/ljspeech_waveglow/LJ045-0090.wav test spoof -0.9111497 1
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/generated/gen_2279.wav test spoof -0.9779131 3
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_14228.wav test spoof -0.8549081 3
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_3315.wav test spoof -0.32204401 3
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_16189.wav test spoof -0.98698795 1
generated_audio/ljspeech_melgan/LJ016-0422_gen.wav test spoof -0.34450492 3
