path subset label score pred
generated_audio/ljspeech_parallel_wavegan/LJ016-0420_gen.wav test spoof -0.9994104 0
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_3966.wav test spoof -0.9999622 0
generated_audio/ljspeech_multi_band_melgan/LJ021-0038_gen.wav test spoof -0.9999813 0
generated_audio/ljspeech_multi_band_melgan/LJ008-0071_gen.wav test spoof -0.999962 0
generated_audio/ljspeech_waveglow/LJ042-0066.wav test spoof -0.9991517 0
generated_audio/ljspeech_melgan_large/LJ007-0086_gen.wav test spoof -0.99924386 0
generated_audio/ljspeech_melgan_large/LJ026-0094_gen.wav test spoof -0.99942917 0
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_2566.wav test spoof -0.99998415 0
generated_audio/ljspeech_waveglow/LJ032-0016.wav test spoof -0.9999927 0
generated_audio/jsut_parallel_wavegan/BASIC5000_1225_gen.wav test spoof -0.99999404 0
generated_audio/jsut_parallel_wavegan/BASIC5000_0047_gen.wav test spoof -0.9999933 0
generated_audio/ljspeech_waveglow/LJ012-0173.wav test spoof -0.98397845 0
generated_audio/ljspeech_melgan_large/LJ048-0279_gen.wav test spoof -0.99999905 0
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/generated/gen_13469.wav test spoof -0.99986124 0
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/generated/gen_12392.wav test spoof -0.9990734 0
generated_audio/ljspeech_hifiGAN/LJ018-0251_generated.wav test spoof -0.93943226 0
generated_audio/jsut_multi_band_melgan/BASIC5000_3293_gen.wav test spoof -0.9999856 0
generated_audio/jsut_parallel_wavegan/BASIC5000_0514_gen.wav test spoof -0.9999988 0
generated_audio/ljspeech_melgan_large/LJ041-0107_gen.wav test spoof -0.99999654 0
generated_audio/ljspeech_melgan_large/LJ007-0112_gen.wav test spoof -0.99999845 0
generated_audio/jsut_parallel_wavegan/BASIC5000_3665_gen.wav test spoof -0.9999088 0
generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_7143.wav test spoof -0.99988246 0
generated_audio/ljspeech_waveglow/LJ015-0177.wav test spoof -0.9999994 0
